ctgr,input,probe_asn,measurement_start_time,location,accessible,blocking,explorer,api
PORN,http://www.babylon-x.com,8452,2017-07-11 0:18:52,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170711T000038Z_AS8452_t2opdiIQfagcmS6PV8mt3G6UQ7m0FPlW9kCTKLSxuyujmMXcDh?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-92738871
HUMR,http://www.copticpope.org,8452,2017-07-11 1:13:20,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170711T010256Z_AS8452_OfBSJQl1lk87I2yHapLh9coLxGPz2z7JE4AiMd7YYAzxX1CAE7?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-92704951
PORN,http://www.babylon-x.com,8452,2017-07-12 0:18:35,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170712T000251Z_AS8452_BGb5Xk1J4aE8H4cL0hLyEKUS0A3ITpwFd3zfxdZY75GYgivrXQ?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-92595994
HUMR,http://www.copticpope.org,8452,2017-07-12 1:13:37,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170712T005743Z_AS8452_XXPRxZKewrKuU2ZWVGLpJ4CHQniadW1d498mwGanb4yHS4u5sG?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-92562872
HUMR,http://www.copticpope.org,8452,2017-07-13 1:14:47,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170713T010421Z_AS8452_9SfFQUNKUX2IlTOHImstit3TDrpzCjGnZfDaFOsdUzH4PSXtii?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-92866149
PORN,http://www.babylon-x.com,8452,2017-07-14 0:17:07,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170714T000035Z_AS8452_PkKA4mioZ2htNAK9DMkyqBwhzoXw01ixVJN8LTU2YqLI8UuE7G?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-93090691
HUMR,http://www.copticpope.org,8452,2017-07-14 1:15:46,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170714T005925Z_AS8452_PXzBGk6fbNVjxMeLHiEjO2p1m7Vk7yvES2lPrapWI20wvzj06X?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-93075283
HUMR,http://www.copticpope.org,8452,2017-07-15 1:23:21,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170715T011001Z_AS8452_VacRwDh9nZZzb8SIPmgdtutJJ2UoymkxBc87s28UUEqxUHODS2?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-112632364
HUMR,http://www.copticpope.org,8452,2017-07-17 1:15:18,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170717T010254Z_AS8452_GtuVoNhTJA1UdK2o7mw30QNdI7Fw4phl7wwEeQG0bmA6SWk5p2?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-93702875
HUMR,http://www.copticpope.org,8452,2017-07-18 1:09:44,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170718T005315Z_AS8452_mS0v7HjuPIahr9qbTnInXSvrcx7YNJsZqBzPnWJiqh3YPtO4uW?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-93867735
HUMR,http://www.copticpope.org,20928,2017-07-20 0:40:32,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170720T002937Z_AS20928_LbWYQFc0DkH2vM2oH5rcvakwE6L3pDX8JHrUoPkv1Qugt6L4qx?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-94181421
HUMR,http://www.copticpope.org,24863,2017-07-27 9:27:20,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170727T090432Z_AS24863_nqCit4m6qf4xTYsHkWA4OwE7xMGupFHm3WymrQwvcJuBvjJsFM?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-95645424
HUMR,http://www.copticpope.org,24863,2017-07-27 9:27:20,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170727T090432Z_AS24863_nqCit4m6qf4xTYsHkWA4OwE7xMGupFHm3WymrQwvcJuBvjJsFM?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-95645424
HUMR,http://www.copticpope.org,24863,2017-07-28 2:51:54,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170728T023338Z_AS24863_GlvJsFnsy0Ts3DDq5nlIqpvLHtHs2YEriUTx9Lr7aiqR6oCdDo?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-95841093
HUMR,http://www.copticpope.org,24863,2017-07-29 3:33:31,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170729T030050Z_AS24863_URtBDP57gKyKJipmnGowrC4EBbM8k1a5cbGHssJKUHmqk0kv5U?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-95989645
HUMR,http://www.copticpope.org,8452,2017-07-31 13:07:02,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170731T124805Z_AS8452_e7QjqiT4jZSaEJinEHRvNkruBRSfE1BkSPah63sH3VpGxT1R5h?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-96475817
HUMR,http://www.copticpope.org,8452,2017-08-02 14:31:23,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170802T141500Z_AS8452_D9NijQSqCaQTwBA6gMXOjtmXQpnNSVwOfmJtJa16m1UmcRSUhq?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-113359739
HUMR,http://www.copticpope.org,8452,2017-08-03 1:18:26,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170803T010102Z_AS8452_bHRmNGcmpLd9DSIcOWY4c1FgfcAWBg2Qwzbtil4wlkPFJfwOMb?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-113342333
PORN,http://www.babylon-x.com,24863,2017-08-03 20:21:55,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170803T195453Z_AS24863_DHvsgyJJIt13gwMIF870IMt4e9HikLOdxItV0f6BTRWrNVOnb7?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-113334848
HUMR,http://www.copticpope.org,24863,2017-08-03 21:49:17,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170803T213112Z_AS24863_xVDcIAyr5N2uCuKhskSxiO5h34Vz3wqW9WywcBU8TslsOwAeym?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-113329056
PORN,http://www.babylon-x.com,8452,2017-08-04 0:19:49,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170804T000042Z_AS8452_r2qKkiJFceL0s9VHHxtDxr4lqhOJRQPZyK5PLiHmyUsBX93px7?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-113839927
PORN,http://www.babylon-x.com,24863,2017-08-04 0:27:23,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170804T050004Z_AS24863_9Qu8dHkdHvsh3UKHjlflLZ4o2ay4s8EaIgcdp7gM9FnU9upNgG?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-113789482
PORN,http://www.babylon-x.com,24863,2017-08-04 0:27:23,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170810T210005Z_AS24863_3MW0DWYYzX5LV2muWDcQjBoX8ZHxIm1HsQ3NDhDAl7v1Y3tmMl?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-115063318
PORN,http://www.babylon-x.com,24863,2017-08-04 0:27:23,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170804T000124Z_AS24863_Xja8myD4ns2MJF8W0uAFICdaMaVs6gneURuUD5Dm4dx3ceEFQP?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-113952127
HUMR,http://www.copticpope.org,8452,2017-08-04 1:14:54,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170804T010002Z_AS8452_STLX1VY5XFyFZWaB86c0uCAO3MnOeBNpDYK6OBEKq0VDuAp3wp?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-113795594
HUMR,http://www.copticpope.org,24863,2017-08-04 4:17:16,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170804T040018Z_AS24863_o0QjNEkVUETNImNIAe3IKzS0YSZPEmZglruSL1opQ7u7EQWBqA?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-113799618
PORN,http://www.babylon-x.com,8452,2017-08-05 0:29:51,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170805T000104Z_AS8452_Cu1jF1hSYqhBTLtZK8SxKj4Jg8lKBuMBFE7cImXOdQoCrHlJjs?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-114007217
PORN,http://www.babylon-x.com,24863,2017-08-05 1:13:52,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170805T000204Z_AS24863_FBrAffGTUl4dyCWMzP2Zv739hhnmyON84lvedMKRpzilTiIjNp?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-113966583
HUMR,http://www.copticpope.org,8452,2017-08-05 1:22:42,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170805T010544Z_AS8452_4E7RrI97LiQgSYvcCODql385ajgqlj2UDKATaSdWEwbP0GdmHN?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-113997412
HUMR,http://www.copticpope.org,24863,2017-08-05 3:52:33,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170805T031906Z_AS24863_eCdm5JwRhQkwahqUdPHGTkoROyj9InsrLLfPSQqiMnzMtVubat?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-113997102
HUMR,http://www.copticpope.org,24863,2017-08-06 0:58:49,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170806T004136Z_AS24863_DTkkzIXet8ccn6MMaSZFiDigalsNwoYaWNGrYjU8DWzXQBZ59A?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-114124056
HUMR,http://www.copticpope.org,8452,2017-08-06 1:17:31,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170806T010120Z_AS8452_zvEWQ6GB9tP3Y8S1PbamwapQvF63uFNWBfXPSIGQV82DDgInIn?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-114134069
PORN,http://www.babylon-x.com,8452,2017-08-07 0:22:35,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170807T000100Z_AS8452_rgLEmcbRY4701yMmpIdm5zP6wauIqMLZ4eGeNWKJkOzEWQSc1a?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-114363183
PORN,http://www.babylon-x.com,24863,2017-08-07 0:33:53,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170807T000127Z_AS24863_L1PRYqHRqRsyiRe9vl08kRHa5BZZLtQTHXlcbS2glp7T1vicsx?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-114316982
HUMR,http://www.copticpope.org,8452,2017-08-07 1:23:06,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170807T010404Z_AS8452_EsOeHFElTKZhW4kYYFVOffFhAniS0TllCeGg5w4SaT6Hbb4u8s?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-114354333
HUMR,http://www.copticpope.org,24863,2017-08-07 2:10:59,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170807T014648Z_AS24863_UgOZHJYgIrkrMemYFM81gvaCxS6IqtPTZldsR1TDnkT58coc2T?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-114327277
HUMR,http://www.copticpope.org,8452,2017-08-07 17:08:38,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170807T164544Z_AS8452_pRR26AIbPfaNeY39B3PH7c8sPVYFbPyp91wHsvn4YM5L7TTV6y?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-114322674
PORN,http://www.babylon-x.com,8452,2017-08-08 0:19:34,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170808T000022Z_AS8452_bh9txZ8kD59jAcpU3m6w5WMHULq23B3FYOOdQKpJ7ek7ucizhv?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-114566306
HUMR,http://www.copticpope.org,8452,2017-08-08 1:13:00,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170808T005557Z_AS8452_tq9oy44ImFyov0vCBQzDZkdQkfwETyqvVTovHkd2OKdTqScJKk?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-114520600
HUMR,http://www.copticpope.org,8452,2017-08-09 2:01:13,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170809T014113Z_AS8452_ZT0c3dqPoJlKFVpnh8GTKOlQA82t0OxDvImgiykVK8gqWcMUOT?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-114702034
PORN,http://www.banatal3arab.com,8452,2017-08-09 11:03:43,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170809T101252Z_AS8452_seGydxJSmwbt4u6KWcSqXh1JcBYu3wXXoBlc6FGl5747t4P7GR?input=http://www.banatal3arab.com,http://api.ooni.io/api/v1/measurement/temp-id-114844036
,http://www.garem.org,8452,2017-08-09 11:15:06,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170809T101252Z_AS8452_seGydxJSmwbt4u6KWcSqXh1JcBYu3wXXoBlc6FGl5747t4P7GR?input=http://www.garem.org,http://api.ooni.io/api/v1/measurement/temp-id-114844203
PORN,http://www.milta1980.co.uk,8452,2017-08-09 11:39:31,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170809T101252Z_AS8452_seGydxJSmwbt4u6KWcSqXh1JcBYu3wXXoBlc6FGl5747t4P7GR?input=http://www.milta1980.co.uk,http://api.ooni.io/api/v1/measurement/temp-id-114844441
,http://www.syasah.com,8452,2017-08-09 11:53:58,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170809T101252Z_AS8452_seGydxJSmwbt4u6KWcSqXh1JcBYu3wXXoBlc6FGl5747t4P7GR?input=http://www.syasah.com,http://api.ooni.io/api/v1/measurement/temp-id-114844631
NEWS,http://www.transensex.org,8452,2017-08-09 12:01:32,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170809T101252Z_AS8452_seGydxJSmwbt4u6KWcSqXh1JcBYu3wXXoBlc6FGl5747t4P7GR?input=http://www.transensex.org,http://api.ooni.io/api/v1/measurement/temp-id-114844664
PORN,http://www.banatal3arab.com,8452,2017-08-10 9:47:37,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170810T090114Z_AS8452_slTWOlI5EFVT6SANjwNmJkw3HqucGMrA41qTuQWFpCdPWkQZpF?input=http://www.banatal3arab.com,http://api.ooni.io/api/v1/measurement/temp-id-115032000
,http://www.garem.org,8452,2017-08-10 9:58:48,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170810T090114Z_AS8452_slTWOlI5EFVT6SANjwNmJkw3HqucGMrA41qTuQWFpCdPWkQZpF?input=http://www.garem.org,http://api.ooni.io/api/v1/measurement/temp-id-115032166
HUMR,http://www.copticpope.org,24863,2017-08-10 21:27:39,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170810T211349Z_AS24863_LrODmZEjSQi6DQ6FNE5FKijytBLowV5XtzY0nYxo8myHnIMLhA?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-114896790
PORN,http://www.babylon-x.com,24863,2017-08-11 0:24:11,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170811T000027Z_AS24863_tXAkay8vvxdDmAru7Lur4aG35ZmVKdCMjY7ShOMtbKepfrr24j?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-115118609
HUMR,http://www.copticpope.org,24863,2017-08-11 3:58:10,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170811T033038Z_AS24863_iCeUCUqroDFaAw1Ga0N8HZ94TdSbFj6SAzTjPUpEVnHEpjh1x1?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-115078414
HUMR,http://www.copticpope.org,24863,2017-08-12 0:56:41,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170812T004353Z_AS24863_fpMKxJznKJSQrKcrxXBDhjSXJz4ENBEEF5C3SffxxgqtcfDz7E?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-115243410
,http://www.garem.org,8452,2017-08-13 10:31:20,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170813T093327Z_AS8452_Ma3T7VNm2jkvngnC16UpZWCC91aOgHTzbVJ6tz6s7h2gpc6CLm?input=http://www.garem.org,http://api.ooni.io/api/v1/measurement/temp-id-115469273
,http://www.dscegypt.org/,8452,2017-08-14 10:25:16,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170814T100330Z_AS8452_dBRZHbzwg0CQy5iGYZn4IXW8xki1TcvvjTd2KxXagPsr2u7ArP?input=http://www.dscegypt.org/,http://api.ooni.io/api/v1/measurement/temp-id-115616503
,http://www.ppsmo.org/,8452,2017-08-14 10:46:12,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170814T100330Z_AS8452_dBRZHbzwg0CQy5iGYZn4IXW8xki1TcvvjTd2KxXagPsr2u7ArP?input=http://www.ppsmo.org/,http://api.ooni.io/api/v1/measurement/temp-id-115616688
HUMR,http://www.copticpope.org,8452,2017-08-14 11:27:20,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170814T110608Z_AS8452_esvsRv3sXloHeDExuf6og6fD7u2Dn6fasfY0tQGKSiRhGHDGfi?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-115642037
HUMR,http://www.copticpope.org,8452,2017-08-15 1:12:28,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170815T005607Z_AS8452_BQcRkk8z7nFNlSM8vNloHTP5HcOluzGMsqYwNHHL9xPhQX5ZVN?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-115803655
HUMR,http://www.copticpope.org,8452,2017-08-16 1:12:21,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170816T005551Z_AS8452_jBxT0p6hRVYnvxHiNjUvqygMa0VAZyEEg4ZESXV3UUrxxVruE5?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-115979460
PORN,http://www.babylon-x.com,8452,2017-08-17 0:32:05,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170817T000317Z_AS8452_OuNJuRXmZcEZsD4vCvkAsMHJ8B3LtLoKNHbtE4EJ0QoiYA1McQ?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-116211426
HUMR,http://www.copticpope.org,8452,2017-08-17 1:59:14,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170817T014247Z_AS8452_TykkQ01a9h63MabQkXNlbAaiQvDU1tSq0ufCNsOZaEaf1OzXe9?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-116190167
HUMR,http://www.copticpope.org,8452,2017-08-18 2:17:25,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170818T020217Z_AS8452_y6E6CGZHZ3OqA0pFOBW8NEV92H4dNGhqAnjeMRC2vw4kEmAP48?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-102662352
PORN,http://www.babylon-x.com,8452,2017-08-21 7:54:55,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170821T073353Z_AS8452_zCf91sCreGoy3lN2tJps3WXOgBolLH7inmv9oQGFeuju8GBiXy?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-103306902
HUMR,http://www.copticpope.org,8452,2017-08-21 8:48:38,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170821T083804Z_AS8452_fP6yGH4BfzAlrIYznQUYsRfEwncMaDaLdyQtVXMAEs1EHAWjNI?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-103161593
PORN,http://www.babylon-x.com,8452,2017-08-22 11:24:46,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170822T104508Z_AS8452_pwITM69fWZgdZDjUuLl6XIt9nCnneMYx5DSHTYoJyQQmUe4DY6?input=http://www.babylon-x.com,http://api.ooni.io/api/v1/measurement/temp-id-103532707
HUMR,http://www.copticpope.org,8452,2017-08-22 12:56:06,http://static.dbmads.com/static.html,f,http-diff,https://explorer.ooni.torproject.org/measurement/20170822T124237Z_AS8452_N1ANCXUU5eP3EP5oLxoUeiUPkO7WcoO5ktTPy1VNyZhyb7niSV?input=http://www.copticpope.org,http://api.ooni.io/api/v1/measurement/temp-id-103377354
